,business_id,hours
45980,7IejWLt82BQdEwVJWZDlyQ,"{'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-20:0'}"
45986,9siOf-TFHGFrsb9XqRi_Pg,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:30-17:0', 'Sunday': '10:30-17:0'}"
45996,PebL0iOm4pfyS7v5TSFU0w,
46009,jk0L1lZtjDmS2t_v6Qu66Q,"{'Monday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:45-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-20:0'}"
46055,d4Q8-sZzIU3DMHwE_8ClZg,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-14:30'}"
46060,yW0DwYGKyZjBNOvingjKzw,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:0'}"
46063,gCKwHlQv_zSqh2dM9aDmGg,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}"
46126,PK2NvXv7RKvqSSOmzyr4Rg,
46141,gu1XBRHx0v4PvFKcEYX65Q,
46160,2FmedzxDmFYdU3I8p-JijQ,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
46182,NadZ6o612ANrgTaZfPLw8w,"{'Monday': '7:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '11:0-2:0'}"
46189,2LMf09NLHr2u7UzGbhd-tg,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-12:0'}"
46214,jDL99IpiZWPS8ubQQBjtgg,"{'Monday': '6:30-20:0', 'Tuesday': '6:30-20:0', 'Wednesday': '6:30-12:30', 'Thursday': '6:30-20:0', 'Friday': '6:30-12:30'}"
46230,8OXsGJgbzmKdGVWXo8PCpw,"{'Monday': '17:30-19:30', 'Tuesday': '18:0-20:0', 'Wednesday': '18:0-20:30', 'Friday': '18:0-20:30', 'Saturday': '22:30-1:0', 'Sunday': '16:30-19:0'}"
46234,NOAmW7iWAkSops0Ef9Sh6w,"{'Monday': '6:0-1:0', 'Tuesday': '6:0-1:0', 'Wednesday': '6:0-1:0', 'Thursday': '6:0-1:0', 'Friday': '6:0-1:0', 'Saturday': '6:0-1:0', 'Sunday': '6:0-1:0'}"
46254,QAY_uIk7qCVftc_kxIbxNA,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
46257,y0V9n5RdlrNh2UR411Ytkw,"{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}"
46269,xgEydbmSQXfJS_bCLBrQ6g,
46270,TB8VwSv-n9S2p2_1wzS3xg,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-17:0'}"
46272,J9RIHbtKSV20CIi6oADjGw,"{'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0'}"
46292,4e3WUz7hN1-EwGtTDC5flA,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}"
46299,Vil6Ox7d0GXkKHIzztyUfA,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-12:0', 'Wednesday': '6:30-17:0', 'Thursday': '6:30-17:0', 'Friday': '6:30-17:0', 'Saturday': '7:0-17:0', 'Sunday': '8:0-17:0'}"
46324,L1rZAQjCJ8qNhpOsNqHGwA,"{'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}"
46337,pzO28TQMIhlGxMi-08XcsA,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-20:0', 'Saturday': '7:0-17:0', 'Sunday': '10:0-17:0'}"
46345,46qkAS3P9wR9G0pObnj8bw,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0'}"
46371,DrA9rCWBzm4CSZFZCzDhHg,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
46382,BUPdkTi2UMH2D5dkymVnYw,"{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0'}"
46419,hO34J08sXZynyjMbWgEEYw,"{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-18:0', 'Saturday': '9:0-17:0', 'Sunday': '9:30-20:0'}"
46423,zdBCHJwbnUEGGwNNyl99_w,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '10:0-18:0', 'Saturday': '11:0-19:0', 'Sunday': '10:0-19:0'}"
46429,91Whj280_D7rbpK7D9Q7BQ,"{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
46445,ry7yCT-jsAf3AoGW-DnYTQ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
46458,T9JsXulRgtOXU6T0DvtFwQ,
46466,mHhAZcln-6grC6uDjyNmPA,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:30', 'Wednesday': '8:0-18:30', 'Thursday': '8:0-18:30', 'Friday': '8:0-18:30', 'Saturday': '9:30-15:0'}"
46484,7YJCYwLMtCOwI0X9-cUuMQ,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-15:0'}"
46487,iNMmIQLC7iO0XW6UqjQmLA,
46489,lpHvJq74U9vrhDB4kocaqw,"{'Monday': '10:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}"
46510,vl2jDU7-FU9wftxc3iC_sw,"{'Monday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-14:0', 'Sunday': '9:0-20:0'}"
46546,ll_e_57SOaXpReeDfREW5Q,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
46548,D3d9EV3S1mnzxxCOAlaxJw,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
46573,vw054GWelXRpRlBxAMxoIA,"{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '10:0-19:0'}"
46646,G4aYMNkWN7VWr5OaIP2zCw,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-18:0'}"
46651,2nADblMCE0RPrb17om5fHA,
46672,DSG_T9HfKqdWxzwMf3DS0A,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '14:0-21:0'}"
46712,1ir6Kjb-d4Vg_dViVvR-rQ,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
46727,UET2aOys0uTQkr9BqG75aQ,"{'Thursday': '18:0-22:0', 'Friday': '18:0-0:0', 'Saturday': '18:0-0:0', 'Sunday': '18:0-22:0'}"
46732,PTiOZUZjjc-wLoVu8odw_g,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '10:0-16:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-18:0'}"
46785,IVtiAM4neWxVE39D3zRJZA,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
46789,W42YA0DMCQiJg8xahHZCdA,
46808,L5U9dBXYKNDyWp4lk9j9QQ,"{'Monday': '12:0-21:30', 'Tuesday': '12:0-21:30', 'Wednesday': '12:0-21:30', 'Thursday': '12:0-21:30', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}"
46833,8_l_PpraSLiker8utWZ3Yg,"{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '7:30-16:0'}"
46851,-sE4hk0aIb8gANxDTYZkjg,"{'Monday': '9:30-17:0', 'Tuesday': '9:30-17:0', 'Wednesday': '9:30-17:0', 'Thursday': '9:30-17:0', 'Friday': '9:30-17:0', 'Saturday': '10:0-14:0'}"
46859,b_Ci1SKKGdyEwstNGsJXDw,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}"
46865,w7dGCcPNsmZaweLs-sylNw,"{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '9:0-17:0'}"
46904,7l1jL7IwUTxLCR364Uyrjg,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}"
46914,TIixkkVU3S56Txmi30xT2g,"{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}"
46938,uP-60-QY21kdUKim2QtnNA,
46954,8MzZuGJVuA_HzzQ-QKDpTg,"{'Monday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}"
46961,nyi6kFSvSWXah5-ZQfSP4w,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-12:0'}"
46963,_cXaVePsZOiKlXwsQ8vcxA,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
46969,7o-p4IlitJ-SbSCZ84vHqQ,
47067,cRseopaa0vvV_OSxSB5ETQ,"{'Monday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30'}"
47072,t5j4QyJtusf333tlKKj5xg,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-18:0'}"
47114,Ck9cp2sZjAauKoxBKKPz6A,
47136,J3m1xsLf55pXCMiV3amfLw,"{'Monday': '8:30-19:0', 'Tuesday': '8:30-19:0', 'Wednesday': '8:30-19:0', 'Thursday': '8:30-19:0', 'Friday': '8:30-16:30', 'Saturday': '7:30-12:0'}"
47139,Y2MgQBA3w9nARhZ9RskOeg,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-17:0'}"
47146,TcUC-Al4SvzodaSKtERL8Q,
47166,ABLGKQ-sNSWBA1B7q_SQog,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
47171,NklQ7gaHfU6emYzi-zmj9g,"{'Monday': '7:30-14:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '16:0-20:0'}"
47185,yHphTYxoh9L74NjwvruPGA,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:30-18:0', 'Sunday': '10:0-17:0'}"
47186,vn_C5NikAwROmsxkZVpoPA,"{'Monday': '10:0-1:45', 'Tuesday': '10:0-1:45', 'Wednesday': '10:0-1:45', 'Thursday': '10:0-1:45', 'Friday': '10:0-2:45', 'Saturday': '10:0-2:45', 'Sunday': '11:0-0:45'}"
47194,FijH8XsF5mX-6BnUXlqTJw,
47207,3eAGbHu2VFz8dVNC_dO5ow,"{'Tuesday': '16:0-22:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-13:0'}"
47237,y40Xvbq0Ahut5IcSaKn2XQ,"{'Monday': '8:0-20:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '7:0-20:0'}"
47250,pfoiaIU1JLOdTt_yiU2tOg,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
47269,MJqBd_pZFeZqOZJQhPjf6w,
47272,Zz0WU6PjSsqrsjCOkpA6EA,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '7:0-8:0', 'Friday': '7:0-8:0', 'Saturday': '7:0-8:0', 'Sunday': '8:0-20:0'}"
47276,VE9AV7tdy0iQj9AU7IjClQ,"{'Monday': '20:0-0:0', 'Tuesday': '0:0-17:0', 'Wednesday': '0:0-17:0', 'Thursday': '0:0-17:0', 'Friday': '0:0-17:0', 'Saturday': '0:0-17:0'}"
47326,iVgprAdSggoVbC7hxlVtuQ,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}"
47328,mjjjBs6S6IBl0UppSEWScw,"{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0'}"
47357,ZxsNzWZSQWyo-TnwB4QYzg,"{'Tuesday': '9:0-13:0', 'Wednesday': '9:0-13:30', 'Thursday': '9:0-13:30', 'Friday': '15:0-20:30', 'Saturday': '9:0-12:30', 'Sunday': '9:0-16:30'}"
47428,9FOuNnI-T4fNoNdZyuyVFA,"{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-20:30', 'Saturday': '8:30-20:30'}"
47432,_4E8aECY-679SxLH4R0Z3g,
47456,Kd_RBN06lf0WbnENsTPyhQ,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-16:0'}"
47465,VhrVQJC9hnv8-JA3lPLAwg,"{'Monday': '9:30-16:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-14:0'}"
47477,w_PuO0-yKhdLTMkNesX1dQ,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '8:0-17:0'}"
47498,yrpbZJblFvKpXSMvj--WVQ,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
47500,EWwVevzsvIv6T78MhBwDMw,
47531,u5KCOFlNVU8ihJ5MnbrYNA,
47533,l6owrHyG7i58WL6RkUhNOw,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
47534,RGtYCWkHULWRhR7BnFzXtw,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}"
47537,hhB6SG75iRreNo0ZiJZOBw,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}"
47545,RsGp61dhtKNonHqaUQQniw,
47548,So8_ZJtYUi2N9iBvZVBpeA,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}"
47596,TEP1i7ySIeGZialr732Tfg,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}"
47643,kf49HOXl-FxVZYqHJsZNtw,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-12:0'}"
47649,rnakgJLy0NObjIG8eg_wrg,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:30'}"
47694,0GnmW0__mF3m7_KHRaYcAg,"{'Tuesday': '11:30-19:0', 'Wednesday': '11:30-19:0', 'Thursday': '11:30-19:0', 'Friday': '11:30-19:0', 'Saturday': '11:30-19:0'}"
47767,2vQR1i54oTksPD-jFlecHA,
47785,jSuZLBcizCHmvMEk43iqsA,"{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}"
47792,CUckmG16ZfLaLogSDlSNYw,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}"
47793,xzK5BwamwVU4PLvZUoCZ1A,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '10:30-18:0'}"
47806,ORVELO2sQuJZxlh4210ZDQ,"{'Monday': '9:0-16:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-15:0'}"
47816,f0LTTims8Om7FT4l75haxg,"{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0'}"
47818,PxR3zuzch5FgDfWJ93ru6Q,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
47850,rsAhARGH9L-NkFGZjbjiYg,"{'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:0-16:0'}"
47852,Z1AvotRJiFLtMkrP6sQxSA,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '8:0-20:0'}"
47857,v3MF-mMkbLMFQwA3gNEZ7A,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:0'}"
47884,GU8bT_YS2WbLK749ETzroQ,"{'Monday': '5:30-22:0', 'Tuesday': '5:30-22:0', 'Wednesday': '5:30-22:0', 'Thursday': '5:30-22:0', 'Friday': '5:30-22:0', 'Saturday': '5:30-22:0', 'Sunday': '7:0-22:0'}"
47904,R_eXVjWKjlrf_HjJpmFmdg,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
47953,3AK3h5wnheMmv4hgoQhEGw,"{'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
47955,KS3vn-NhMwEMbuqsaHo8aw,"{'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-17:30', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}"
47963,i8aIVVjZm1TmcYT2_JQgpg,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
47965,raAeqa3wfkR2l4ya_ttCzQ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
47978,Y_bGwK_H1PzZbhuzJ0szZA,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-15:0'}"
47989,MoCETY_BPnKYLQeswHmurQ,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-16:0'}"
48023,Qm8BdFNw9MxUnd1mlrslBA,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
48095,52coqChJaKo2IYYvZJMezw,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
48156,BWdMw2z2e7ny4PXR_dp-uA,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-18:0'}"
48182,qE-57EkoGTX7ppE23oNx4w,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}"
48194,5-F3GQv6WHkHZPqyi1l-RQ,
48227,ACHIInjF8_SJma_cDkkqTA,"{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-15:0'}"
48247,GA8WLE2d9k1Fwuaxl9t3Aw,"{'Monday': '11:0-2:0', 'Tuesday': '19:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '19:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
48328,YN3Od6UktX_WJ-TCXoYfvw,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '7:30-23:0', 'Sunday': '7:30-23:0'}"
