,business_id,attributes
39959,bzI37p4xLwtyWTKUEZ4GBA,WheelchairAccessible
39959,bzI37p4xLwtyWTKUEZ4GBA,BusinessParking
39959,bzI37p4xLwtyWTKUEZ4GBA,BikeParking
39969,7zp5Te4bcCdNbqJkaW4zIQ,BusinessAcceptsCreditCards
39969,7zp5Te4bcCdNbqJkaW4zIQ,RestaurantsPriceRange2
39969,7zp5Te4bcCdNbqJkaW4zIQ,BusinessParking
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsGoodForGroups
39972,rSYyGcZZziJLsqKl5hMcDw,BusinessAcceptsCreditCards
39972,rSYyGcZZziJLsqKl5hMcDw,Ambience
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsTakeOut
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsAttire
39972,rSYyGcZZziJLsqKl5hMcDw,WiFi
39972,rSYyGcZZziJLsqKl5hMcDw,BusinessParking
39972,rSYyGcZZziJLsqKl5hMcDw,GoodForKids
39972,rSYyGcZZziJLsqKl5hMcDw,HasTV
39972,rSYyGcZZziJLsqKl5hMcDw,Alcohol
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsDelivery
39972,rSYyGcZZziJLsqKl5hMcDw,OutdoorSeating
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsPriceRange2
39972,rSYyGcZZziJLsqKl5hMcDw,BYOBCorkage
39972,rSYyGcZZziJLsqKl5hMcDw,NoiseLevel
39972,rSYyGcZZziJLsqKl5hMcDw,Smoking
39972,rSYyGcZZziJLsqKl5hMcDw,DogsAllowed
39972,rSYyGcZZziJLsqKl5hMcDw,GoodForMeal
39972,rSYyGcZZziJLsqKl5hMcDw,ByAppointmentOnly
39972,rSYyGcZZziJLsqKl5hMcDw,CoatCheck
39972,rSYyGcZZziJLsqKl5hMcDw,GoodForDancing
39972,rSYyGcZZziJLsqKl5hMcDw,BestNights
39972,rSYyGcZZziJLsqKl5hMcDw,Caters
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsReservations
39972,rSYyGcZZziJLsqKl5hMcDw,Music
39972,rSYyGcZZziJLsqKl5hMcDw,RestaurantsTableService
39972,rSYyGcZZziJLsqKl5hMcDw,WheelchairAccessible
39972,rSYyGcZZziJLsqKl5hMcDw,HappyHour
39972,rSYyGcZZziJLsqKl5hMcDw,Open24Hours
39991,0ObOi_hEo-fgls7HNbQX1A,BusinessAcceptsCreditCards
40020,cJZmRIGu3AyjJivezu7R0w,Alcohol
40020,cJZmRIGu3AyjJivezu7R0w,BikeParking
40020,cJZmRIGu3AyjJivezu7R0w,HasTV
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsReservations
40020,cJZmRIGu3AyjJivezu7R0w,GoodForKids
40020,cJZmRIGu3AyjJivezu7R0w,Caters
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsTakeOut
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsGoodForGroups
40020,cJZmRIGu3AyjJivezu7R0w,BusinessAcceptsCreditCards
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsAttire
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsPriceRange2
40020,cJZmRIGu3AyjJivezu7R0w,NoiseLevel
40020,cJZmRIGu3AyjJivezu7R0w,OutdoorSeating
40020,cJZmRIGu3AyjJivezu7R0w,RestaurantsDelivery
40020,cJZmRIGu3AyjJivezu7R0w,GoodForMeal
40020,cJZmRIGu3AyjJivezu7R0w,BusinessParking
40020,cJZmRIGu3AyjJivezu7R0w,Ambience
40020,cJZmRIGu3AyjJivezu7R0w,WiFi
40096,eUWPinQIsS8oBogmk29NAQ,BusinessParking
40096,eUWPinQIsS8oBogmk29NAQ,RestaurantsPriceRange2
40098,xsjAIdx5PoIPkhI25SqTJQ,Alcohol
40098,xsjAIdx5PoIPkhI25SqTJQ,BusinessParking
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsGoodForGroups
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsAttire
40098,xsjAIdx5PoIPkhI25SqTJQ,HasTV
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsPriceRange2
40098,xsjAIdx5PoIPkhI25SqTJQ,WiFi
40098,xsjAIdx5PoIPkhI25SqTJQ,Ambience
40098,xsjAIdx5PoIPkhI25SqTJQ,GoodForKids
40098,xsjAIdx5PoIPkhI25SqTJQ,NoiseLevel
40098,xsjAIdx5PoIPkhI25SqTJQ,BusinessAcceptsCreditCards
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsReservations
40098,xsjAIdx5PoIPkhI25SqTJQ,GoodForMeal
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsTakeOut
40098,xsjAIdx5PoIPkhI25SqTJQ,OutdoorSeating
40098,xsjAIdx5PoIPkhI25SqTJQ,Caters
40098,xsjAIdx5PoIPkhI25SqTJQ,BikeParking
40098,xsjAIdx5PoIPkhI25SqTJQ,RestaurantsDelivery
40098,xsjAIdx5PoIPkhI25SqTJQ,DriveThru
40108,_QCfBiJIv1iGHgthFr_CJA,WiFi
40108,_QCfBiJIv1iGHgthFr_CJA,DogsAllowed
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsGoodForGroups
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsAttire
40108,_QCfBiJIv1iGHgthFr_CJA,Ambience
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsTakeOut
40108,_QCfBiJIv1iGHgthFr_CJA,Music
40108,_QCfBiJIv1iGHgthFr_CJA,HappyHour
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsDelivery
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsTableService
40108,_QCfBiJIv1iGHgthFr_CJA,WheelchairAccessible
40108,_QCfBiJIv1iGHgthFr_CJA,Caters
40108,_QCfBiJIv1iGHgthFr_CJA,CoatCheck
40108,_QCfBiJIv1iGHgthFr_CJA,BusinessParking
40108,_QCfBiJIv1iGHgthFr_CJA,BikeParking
40108,_QCfBiJIv1iGHgthFr_CJA,Smoking
40108,_QCfBiJIv1iGHgthFr_CJA,GoodForKids
40108,_QCfBiJIv1iGHgthFr_CJA,HasTV
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsPriceRange2
40108,_QCfBiJIv1iGHgthFr_CJA,BYOB
40108,_QCfBiJIv1iGHgthFr_CJA,Alcohol
40108,_QCfBiJIv1iGHgthFr_CJA,OutdoorSeating
40108,_QCfBiJIv1iGHgthFr_CJA,RestaurantsReservations
40137,5uC783p2W7yrafS0DjYykg,ByAppointmentOnly
40137,5uC783p2W7yrafS0DjYykg,BusinessAcceptsCreditCards
40137,5uC783p2W7yrafS0DjYykg,AcceptsInsurance
40138,OZ-1ELIHAoF4jPwzulK-jQ,BusinessAcceptsCreditCards
40138,OZ-1ELIHAoF4jPwzulK-jQ,OutdoorSeating
40138,OZ-1ELIHAoF4jPwzulK-jQ,NoiseLevel
40138,OZ-1ELIHAoF4jPwzulK-jQ,Alcohol
40138,OZ-1ELIHAoF4jPwzulK-jQ,RestaurantsGoodForGroups
40138,OZ-1ELIHAoF4jPwzulK-jQ,RestaurantsReservations
40138,OZ-1ELIHAoF4jPwzulK-jQ,BikeParking
40138,OZ-1ELIHAoF4jPwzulK-jQ,Music
40138,OZ-1ELIHAoF4jPwzulK-jQ,GoodForKids
40138,OZ-1ELIHAoF4jPwzulK-jQ,HasTV
40138,OZ-1ELIHAoF4jPwzulK-jQ,RestaurantsPriceRange2
40138,OZ-1ELIHAoF4jPwzulK-jQ,HappyHour
40138,OZ-1ELIHAoF4jPwzulK-jQ,BusinessParking
40138,OZ-1ELIHAoF4jPwzulK-jQ,Ambience
40138,OZ-1ELIHAoF4jPwzulK-jQ,RestaurantsAttire
40142,WjgaTiLOoLfGM4yHMQyv3g,BusinessAcceptsCreditCards
40142,WjgaTiLOoLfGM4yHMQyv3g,RestaurantsPriceRange2
40142,WjgaTiLOoLfGM4yHMQyv3g,Alcohol
40142,WjgaTiLOoLfGM4yHMQyv3g,WiFi
40142,WjgaTiLOoLfGM4yHMQyv3g,HasTV
40142,WjgaTiLOoLfGM4yHMQyv3g,Smoking
40142,WjgaTiLOoLfGM4yHMQyv3g,Corkage
40142,WjgaTiLOoLfGM4yHMQyv3g,DogsAllowed
40142,WjgaTiLOoLfGM4yHMQyv3g,OutdoorSeating
40142,WjgaTiLOoLfGM4yHMQyv3g,BusinessAcceptsBitcoin
40142,WjgaTiLOoLfGM4yHMQyv3g,BikeParking
40142,WjgaTiLOoLfGM4yHMQyv3g,WheelchairAccessible
40160,i3pBufSYEgx3_nLxxRrtGg,BusinessAcceptsCreditCards
40160,i3pBufSYEgx3_nLxxRrtGg,RestaurantsPriceRange2
40160,i3pBufSYEgx3_nLxxRrtGg,RestaurantsAttire
40160,i3pBufSYEgx3_nLxxRrtGg,RestaurantsGoodForGroups
40195,ZFr7_g4Jp1yhwkUeHzqSWQ,ByAppointmentOnly
40195,ZFr7_g4Jp1yhwkUeHzqSWQ,BusinessAcceptsCreditCards
40195,ZFr7_g4Jp1yhwkUeHzqSWQ,BusinessAcceptsBitcoin
40229,6x87IraJ2GfopFh8O5wb0g,GoodForKids
40229,6x87IraJ2GfopFh8O5wb0g,DogsAllowed
40229,6x87IraJ2GfopFh8O5wb0g,BikeParking
40229,6x87IraJ2GfopFh8O5wb0g,BusinessAcceptsCreditCards
40229,6x87IraJ2GfopFh8O5wb0g,ByAppointmentOnly
40229,6x87IraJ2GfopFh8O5wb0g,BusinessParking
40241,-Mv885wiVkF5LByWUo-XjA,BusinessAcceptsCreditCards
40247,KrdsXoiAHuos6BKC-6gudA,BusinessParking
40247,KrdsXoiAHuos6BKC-6gudA,BusinessAcceptsCreditCards
40247,KrdsXoiAHuos6BKC-6gudA,BikeParking
40247,KrdsXoiAHuos6BKC-6gudA,RestaurantsPriceRange2
40269,metaR68vroFUmq5cwA1_VQ,
40292,Jru3oDjTLWsj_ptGtn09xw,WiFi
40292,Jru3oDjTLWsj_ptGtn09xw,BusinessAcceptsCreditCards
40324,Ow4gqbFEdeyv5pucVFB2Mg,BusinessAcceptsCreditCards
40324,Ow4gqbFEdeyv5pucVFB2Mg,AcceptsInsurance
40324,Ow4gqbFEdeyv5pucVFB2Mg,BikeParking
40324,Ow4gqbFEdeyv5pucVFB2Mg,ByAppointmentOnly
40324,Ow4gqbFEdeyv5pucVFB2Mg,WheelchairAccessible
40324,Ow4gqbFEdeyv5pucVFB2Mg,BusinessParking
40324,Ow4gqbFEdeyv5pucVFB2Mg,BusinessAcceptsBitcoin
40353,VdHjTrOjwIiOGBB8dsk33A,RestaurantsPriceRange2
40353,VdHjTrOjwIiOGBB8dsk33A,BusinessParking
40353,VdHjTrOjwIiOGBB8dsk33A,BikeParking
40353,VdHjTrOjwIiOGBB8dsk33A,BusinessAcceptsCreditCards
40353,VdHjTrOjwIiOGBB8dsk33A,RestaurantsDelivery
40353,VdHjTrOjwIiOGBB8dsk33A,HappyHour
40353,VdHjTrOjwIiOGBB8dsk33A,ByAppointmentOnly
40353,VdHjTrOjwIiOGBB8dsk33A,RestaurantsTakeOut
40353,VdHjTrOjwIiOGBB8dsk33A,Caters
40364,4htaeKBHyUPICUXCMRT6zw,ByAppointmentOnly
40364,4htaeKBHyUPICUXCMRT6zw,AcceptsInsurance
40364,4htaeKBHyUPICUXCMRT6zw,WheelchairAccessible
40364,4htaeKBHyUPICUXCMRT6zw,BusinessAcceptsCreditCards
40364,4htaeKBHyUPICUXCMRT6zw,BikeParking
40364,4htaeKBHyUPICUXCMRT6zw,BusinessParking
40364,4htaeKBHyUPICUXCMRT6zw,WiFi
40368,BSnnkjNs6EvpvmNfrgTf_w,BusinessParking
40368,BSnnkjNs6EvpvmNfrgTf_w,ByAppointmentOnly
40368,BSnnkjNs6EvpvmNfrgTf_w,RestaurantsPriceRange2
40368,BSnnkjNs6EvpvmNfrgTf_w,BusinessAcceptsCreditCards
40368,BSnnkjNs6EvpvmNfrgTf_w,RestaurantsTakeOut
40368,BSnnkjNs6EvpvmNfrgTf_w,Caters
40368,BSnnkjNs6EvpvmNfrgTf_w,BikeParking
40368,BSnnkjNs6EvpvmNfrgTf_w,RestaurantsDelivery
40377,hL3LaPldoAx432XX2IBXMQ,ByAppointmentOnly
40377,hL3LaPldoAx432XX2IBXMQ,BusinessAcceptsCreditCards
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsGoodForGroups
40391,_L0p-eh63oxbC3m72__doQ,BusinessAcceptsCreditCards
40391,_L0p-eh63oxbC3m72__doQ,GoodForMeal
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsTakeOut
40391,_L0p-eh63oxbC3m72__doQ,Ambience
40391,_L0p-eh63oxbC3m72__doQ,GoodForKids
40391,_L0p-eh63oxbC3m72__doQ,BusinessParking
40391,_L0p-eh63oxbC3m72__doQ,DriveThru
40391,_L0p-eh63oxbC3m72__doQ,HasTV
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsReservations
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsAttire
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsPriceRange2
40391,_L0p-eh63oxbC3m72__doQ,RestaurantsDelivery
40401,onr3BxPHJcxpfzVXorUKCg,ByAppointmentOnly
40401,onr3BxPHJcxpfzVXorUKCg,AcceptsInsurance
40401,onr3BxPHJcxpfzVXorUKCg,BusinessAcceptsCreditCards
40442,sn6twUyav80381_EiHGs1Q,ByAppointmentOnly
40442,sn6twUyav80381_EiHGs1Q,BikeParking
40442,sn6twUyav80381_EiHGs1Q,BusinessAcceptsCreditCards
40442,sn6twUyav80381_EiHGs1Q,BusinessParking
40442,sn6twUyav80381_EiHGs1Q,GoodForKids
40453,DN6JuKeWDmsJNuHQgsKsBg,BusinessAcceptsCreditCards
40477,FwZZQ3-ecjtGrFJVEqtwbg,ByAppointmentOnly
40477,FwZZQ3-ecjtGrFJVEqtwbg,BusinessAcceptsCreditCards
40477,FwZZQ3-ecjtGrFJVEqtwbg,WiFi
40477,FwZZQ3-ecjtGrFJVEqtwbg,AcceptsInsurance
40483,n3nWEVE05-lJZFd6gYcpnA,BusinessParking
40483,n3nWEVE05-lJZFd6gYcpnA,WheelchairAccessible
40483,n3nWEVE05-lJZFd6gYcpnA,BikeParking
40483,n3nWEVE05-lJZFd6gYcpnA,WiFi
40483,n3nWEVE05-lJZFd6gYcpnA,BusinessAcceptsCreditCards
40495,lqZh59r3bPxTQCOC8FbcDQ,ByAppointmentOnly
40495,lqZh59r3bPxTQCOC8FbcDQ,WheelchairAccessible
40495,lqZh59r3bPxTQCOC8FbcDQ,BusinessAcceptsCreditCards
40497,zfDN3geqVo0oHsOCquVYrA,RestaurantsPriceRange2
40497,zfDN3geqVo0oHsOCquVYrA,BusinessAcceptsCreditCards
40497,zfDN3geqVo0oHsOCquVYrA,BikeParking
40497,zfDN3geqVo0oHsOCquVYrA,ByAppointmentOnly
40497,zfDN3geqVo0oHsOCquVYrA,BusinessParking
40497,zfDN3geqVo0oHsOCquVYrA,AcceptsInsurance
40543,2hwgrr1szDY3k8gBPAyXRA,BusinessAcceptsCreditCards
40551,C5DqwKI8zKpcPLtkPWyA5Q,RestaurantsPriceRange2
40551,C5DqwKI8zKpcPLtkPWyA5Q,ByAppointmentOnly
40551,C5DqwKI8zKpcPLtkPWyA5Q,BusinessAcceptsCreditCards
40551,C5DqwKI8zKpcPLtkPWyA5Q,BusinessParking
40567,yqq1Fvt7WtduIO3GwjCP1Q,Ambience
40567,yqq1Fvt7WtduIO3GwjCP1Q,Alcohol
40567,yqq1Fvt7WtduIO3GwjCP1Q,OutdoorSeating
40567,yqq1Fvt7WtduIO3GwjCP1Q,BusinessAcceptsCreditCards
40567,yqq1Fvt7WtduIO3GwjCP1Q,HasTV
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsAttire
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsGoodForGroups
40567,yqq1Fvt7WtduIO3GwjCP1Q,BusinessParking
40567,yqq1Fvt7WtduIO3GwjCP1Q,GoodForKids
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsDelivery
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsTakeOut
40567,yqq1Fvt7WtduIO3GwjCP1Q,NoiseLevel
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsReservations
40567,yqq1Fvt7WtduIO3GwjCP1Q,RestaurantsPriceRange2
40567,yqq1Fvt7WtduIO3GwjCP1Q,BusinessAcceptsBitcoin
40567,yqq1Fvt7WtduIO3GwjCP1Q,BikeParking
40567,yqq1Fvt7WtduIO3GwjCP1Q,WiFi
40567,yqq1Fvt7WtduIO3GwjCP1Q,HappyHour
40567,yqq1Fvt7WtduIO3GwjCP1Q,DriveThru
40567,yqq1Fvt7WtduIO3GwjCP1Q,Caters
40596,0aJXMRNfbKqiU99t-iOk8g,BusinessAcceptsCreditCards
40596,0aJXMRNfbKqiU99t-iOk8g,ByAppointmentOnly
40605,4SZCNz30VKLesMvW_zAs7Q,DogsAllowed
40605,4SZCNz30VKLesMvW_zAs7Q,GoodForMeal
40605,4SZCNz30VKLesMvW_zAs7Q,HasTV
40605,4SZCNz30VKLesMvW_zAs7Q,NoiseLevel
40605,4SZCNz30VKLesMvW_zAs7Q,WiFi
40605,4SZCNz30VKLesMvW_zAs7Q,ByAppointmentOnly
40605,4SZCNz30VKLesMvW_zAs7Q,RestaurantsGoodForGroups
40605,4SZCNz30VKLesMvW_zAs7Q,Music
40605,4SZCNz30VKLesMvW_zAs7Q,BusinessParking
40605,4SZCNz30VKLesMvW_zAs7Q,RestaurantsTakeOut
40605,4SZCNz30VKLesMvW_zAs7Q,Alcohol
40605,4SZCNz30VKLesMvW_zAs7Q,BestNights
40605,4SZCNz30VKLesMvW_zAs7Q,RestaurantsReservations
40605,4SZCNz30VKLesMvW_zAs7Q,BikeParking
40605,4SZCNz30VKLesMvW_zAs7Q,GoodForKids
40605,4SZCNz30VKLesMvW_zAs7Q,RestaurantsTableService
40605,4SZCNz30VKLesMvW_zAs7Q,OutdoorSeating
40605,4SZCNz30VKLesMvW_zAs7Q,Ambience
40619,tFowpQX4Wc6tbRe8Vq6CnA,BusinessAcceptsBitcoin
40619,tFowpQX4Wc6tbRe8Vq6CnA,WheelchairAccessible
40619,tFowpQX4Wc6tbRe8Vq6CnA,BusinessParking
40619,tFowpQX4Wc6tbRe8Vq6CnA,BusinessAcceptsCreditCards
40619,tFowpQX4Wc6tbRe8Vq6CnA,RestaurantsPriceRange2
40619,tFowpQX4Wc6tbRe8Vq6CnA,ByAppointmentOnly
40619,tFowpQX4Wc6tbRe8Vq6CnA,BikeParking
40646,3OZzxIFjIPZEY9zVlGTF7w,
40664,TOuSnxEpQqrEuB8GrDbmKQ,BusinessAcceptsCreditCards
40664,TOuSnxEpQqrEuB8GrDbmKQ,RestaurantsPriceRange2
40664,TOuSnxEpQqrEuB8GrDbmKQ,ByAppointmentOnly
40664,TOuSnxEpQqrEuB8GrDbmKQ,BusinessParking
40664,TOuSnxEpQqrEuB8GrDbmKQ,BikeParking
40679,q8QIQS28T9V6vWsxdfDCbg,BusinessAcceptsCreditCards
40679,q8QIQS28T9V6vWsxdfDCbg,RestaurantsPriceRange2
40679,q8QIQS28T9V6vWsxdfDCbg,BikeParking
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsTakeOut
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsDelivery
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsReservations
40699,-iQdl2pQoJQUbzC42ld7Fg,BusinessAcceptsCreditCards
40699,-iQdl2pQoJQUbzC42ld7Fg,GoodForKids
40699,-iQdl2pQoJQUbzC42ld7Fg,OutdoorSeating
40699,-iQdl2pQoJQUbzC42ld7Fg,BusinessParking
40699,-iQdl2pQoJQUbzC42ld7Fg,HasTV
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsAttire
40699,-iQdl2pQoJQUbzC42ld7Fg,NoiseLevel
40699,-iQdl2pQoJQUbzC42ld7Fg,Alcohol
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsGoodForGroups
40699,-iQdl2pQoJQUbzC42ld7Fg,RestaurantsPriceRange2
40705,r0gfcJkkXstGeeZAY0w8rw,BusinessAcceptsCreditCards
40705,r0gfcJkkXstGeeZAY0w8rw,AcceptsInsurance
40705,r0gfcJkkXstGeeZAY0w8rw,ByAppointmentOnly
40705,r0gfcJkkXstGeeZAY0w8rw,WiFi
40766,HkcXz6jtVdIPUcKkY3cL5A,GoodForKids
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsReservations
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsPriceRange2
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsGoodForGroups
40768,GtLs9oOfNzBlR7JUehCVrQ,HasTV
40768,GtLs9oOfNzBlR7JUehCVrQ,GoodForKids
40768,GtLs9oOfNzBlR7JUehCVrQ,NoiseLevel
40768,GtLs9oOfNzBlR7JUehCVrQ,OutdoorSeating
40768,GtLs9oOfNzBlR7JUehCVrQ,BikeParking
40768,GtLs9oOfNzBlR7JUehCVrQ,WiFi
40768,GtLs9oOfNzBlR7JUehCVrQ,GoodForMeal
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsAttire
40768,GtLs9oOfNzBlR7JUehCVrQ,Ambience
40768,GtLs9oOfNzBlR7JUehCVrQ,BusinessParking
40768,GtLs9oOfNzBlR7JUehCVrQ,BusinessAcceptsCreditCards
40768,GtLs9oOfNzBlR7JUehCVrQ,Alcohol
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsTakeOut
40768,GtLs9oOfNzBlR7JUehCVrQ,RestaurantsDelivery
40770,IKoGxUd4AUmLzoyZO8wJxA,RestaurantsTakeOut
40770,IKoGxUd4AUmLzoyZO8wJxA,RestaurantsDelivery
40770,IKoGxUd4AUmLzoyZO8wJxA,BusinessAcceptsCreditCards
40770,IKoGxUd4AUmLzoyZO8wJxA,WiFi
40770,IKoGxUd4AUmLzoyZO8wJxA,BikeParking
40770,IKoGxUd4AUmLzoyZO8wJxA,Caters
40770,IKoGxUd4AUmLzoyZO8wJxA,HasTV
40770,IKoGxUd4AUmLzoyZO8wJxA,Alcohol
40770,IKoGxUd4AUmLzoyZO8wJxA,OutdoorSeating
40770,IKoGxUd4AUmLzoyZO8wJxA,Corkage
40770,IKoGxUd4AUmLzoyZO8wJxA,BYOB
40770,IKoGxUd4AUmLzoyZO8wJxA,WheelchairAccessible
40770,IKoGxUd4AUmLzoyZO8wJxA,RestaurantsTableService
40782,TiPBDAUXYrqVt4bAgr4KSA,BusinessParking
40782,TiPBDAUXYrqVt4bAgr4KSA,RestaurantsPriceRange2
40782,TiPBDAUXYrqVt4bAgr4KSA,BikeParking
40782,TiPBDAUXYrqVt4bAgr4KSA,ByAppointmentOnly
40782,TiPBDAUXYrqVt4bAgr4KSA,GoodForKids
40805,hHItLy-uqkxx1nqjB8LvgQ,BusinessAcceptsCreditCards
40827,LeKuQhtH9wEA694eW9KE8Q,BusinessParking
40827,LeKuQhtH9wEA694eW9KE8Q,RestaurantsReservations
40827,LeKuQhtH9wEA694eW9KE8Q,RestaurantsTableService
40827,LeKuQhtH9wEA694eW9KE8Q,Caters
40827,LeKuQhtH9wEA694eW9KE8Q,HasTV
40827,LeKuQhtH9wEA694eW9KE8Q,WiFi
40827,LeKuQhtH9wEA694eW9KE8Q,RestaurantsPriceRange2
40827,LeKuQhtH9wEA694eW9KE8Q,BusinessAcceptsCreditCards
40827,LeKuQhtH9wEA694eW9KE8Q,RestaurantsDelivery
40827,LeKuQhtH9wEA694eW9KE8Q,RestaurantsTakeOut
40827,LeKuQhtH9wEA694eW9KE8Q,Alcohol
40827,LeKuQhtH9wEA694eW9KE8Q,OutdoorSeating
40865,-h-mlkEdTO7nj3MYCaL5SA,BusinessAcceptsCreditCards
40879,Xh1Jv2iwxJS-mQtHtIz5HA,RestaurantsAttire
40879,Xh1Jv2iwxJS-mQtHtIz5HA,RestaurantsDelivery
40879,Xh1Jv2iwxJS-mQtHtIz5HA,RestaurantsTakeOut
40909,nb7usnRzS28YnDn7AXkJFA,RestaurantsTableService
40909,nb7usnRzS28YnDn7AXkJFA,BusinessAcceptsCreditCards
40909,nb7usnRzS28YnDn7AXkJFA,OutdoorSeating
40909,nb7usnRzS28YnDn7AXkJFA,HappyHour
40909,nb7usnRzS28YnDn7AXkJFA,BusinessParking
40909,nb7usnRzS28YnDn7AXkJFA,HasTV
40909,nb7usnRzS28YnDn7AXkJFA,WiFi
40909,nb7usnRzS28YnDn7AXkJFA,Ambience
40909,nb7usnRzS28YnDn7AXkJFA,Alcohol
40909,nb7usnRzS28YnDn7AXkJFA,RestaurantsReservations
40909,nb7usnRzS28YnDn7AXkJFA,Caters
40909,nb7usnRzS28YnDn7AXkJFA,GoodForMeal
40909,nb7usnRzS28YnDn7AXkJFA,WheelchairAccessible
40909,nb7usnRzS28YnDn7AXkJFA,RestaurantsDelivery
40909,nb7usnRzS28YnDn7AXkJFA,RestaurantsTakeOut
40912,ye9SbPoT1dKRUZTqI7zC_g,BikeParking
40912,ye9SbPoT1dKRUZTqI7zC_g,BusinessParking
40912,ye9SbPoT1dKRUZTqI7zC_g,BusinessAcceptsCreditCards
40912,ye9SbPoT1dKRUZTqI7zC_g,DogsAllowed
40912,ye9SbPoT1dKRUZTqI7zC_g,RestaurantsPriceRange2
40967,3PjqFnjNwe0A99Y2jJM9vw,BusinessAcceptsCreditCards
40967,3PjqFnjNwe0A99Y2jJM9vw,Alcohol
40967,3PjqFnjNwe0A99Y2jJM9vw,OutdoorSeating
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsGoodForGroups
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsAttire
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsReservations
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsPriceRange2
40967,3PjqFnjNwe0A99Y2jJM9vw,GoodForKids
40967,3PjqFnjNwe0A99Y2jJM9vw,BusinessParking
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsDelivery
40967,3PjqFnjNwe0A99Y2jJM9vw,RestaurantsTakeOut
40969,WBKXvzx3l5rAz0TsGLCW6w,BusinessAcceptsCreditCards
40969,WBKXvzx3l5rAz0TsGLCW6w,GoodForKids
40969,WBKXvzx3l5rAz0TsGLCW6w,ByAppointmentOnly
40991,rNlB7daAd6cXj722vEQs8A,NoiseLevel
40991,rNlB7daAd6cXj722vEQs8A,RestaurantsPriceRange2
40991,rNlB7daAd6cXj722vEQs8A,HasTV
40991,rNlB7daAd6cXj722vEQs8A,RestaurantsGoodForGroups
40991,rNlB7daAd6cXj722vEQs8A,BusinessAcceptsCreditCards
40991,rNlB7daAd6cXj722vEQs8A,RestaurantsReservations
40991,rNlB7daAd6cXj722vEQs8A,WiFi
40991,rNlB7daAd6cXj722vEQs8A,Alcohol
40991,rNlB7daAd6cXj722vEQs8A,BikeParking
40991,rNlB7daAd6cXj722vEQs8A,Music
40991,rNlB7daAd6cXj722vEQs8A,Ambience
40991,rNlB7daAd6cXj722vEQs8A,OutdoorSeating
40991,rNlB7daAd6cXj722vEQs8A,BusinessParking
40991,rNlB7daAd6cXj722vEQs8A,BestNights
41001,G-Y-fiH5cuBH8XvjURiPuA,BusinessAcceptsCreditCards
41009,YdpE2UQimT8I13VQt26HUw,BusinessAcceptsBitcoin
41009,YdpE2UQimT8I13VQt26HUw,BusinessAcceptsCreditCards
41041,7Wuhhsdli2BLq5JmvdxktA,
